3443,严致,13207871570,1449.00,1001,2790,第4大街第5号楼4单元464门,描述345855,214537477223728,小米Play 流光渐变AI双摄 4GB+64GB 梦幻蓝 全网通4G 双卡双待 小水滴全面屏拍照游戏智能手机等1件商品,2020-04-25 18:47:14,2020-04-26 18:59:01,2020-04-25 19:02:14,,,http://img.gmall.com/117814.jpg,20,0.00,1442.00,7.00
3444,慕容亨,13028730359,17805.00,1005,2015,第9大街第26号楼3单元383门,描述948496,226551358533723,Apple iPhoneXSMax (A2104) 256GB 深空灰色 移动联通电信4G手机 双卡双待等2件商品,2020-04-25 18:47:14,2020-04-26 18:55:17,2020-04-25 19:02:14,,,http://img.gmall.com/353392.jpg,11,0.00,17800.00,5.00
3445,姚兰凤,13080315675,16180.00,1002,8263,第5大街第1号楼7单元722门,描述148518,754426449478474,联想(Lenovo)拯救者Y7000 英特尔酷睿i7 2019新款 15.6英寸发烧游戏本笔记本电脑（i7-9750H 8GB 512GB SSD GTX1650 4G 高色域等3件商品,2020-04-25 18:47:14,2020-04-26 18:55:17,2020-04-25 19:02:14,,,http://img.gmall.com/478856.jpg,26,3935.00,20097.00,18.00
3446,柏锦黛,13487267342,4922.00,1001,7031,第17大街第40号楼2单元564门,描述779464,262955273144195,十月稻田 沁州黄小米 (黄小米 五谷杂粮 山西特产 真空装 大米伴侣 粥米搭档) 2.5kg等4件商品,2020-04-25 18:47:14,2020-04-26 19:11:37,2020-04-25 19:02:14,,,http://img.gmall.com/144444.jpg,30,0.00,4903.00,19.00
3447,计娴瑾,13208002474,6665.00,1001,2790,第4大街第25号楼6单元338门,描述396659,689816418657611,荣耀10青春版 幻彩渐变 2400万AI自拍 全网通版4GB+64GB 渐变蓝 移动联通电信4G全面屏手机 双卡双待等3件商品,2020-04-25 18:47:14,2020-04-25 18:47:14,2020-04-25 19:02:14,,,http://img.gmall.com/793265.jpg,29,0.00,6660.00,5.00
3448,时友裕,13908519819,217.00,1005,5525,第19大街第27号楼9单元874门,描述286614,675628874311147,迪奥（Dior）烈艳蓝金唇膏 口红 3.5g 999号 哑光-经典正红等1件商品,2020-04-25 18:47:14,2020-04-26 18:55:02,2020-04-25 19:02:14,,,http://img.gmall.com/553516.jpg,32,55.00,252.00,20.00
3449,东郭妍,13289011809,164.00,1004,9321,第11大街第33号楼6单元645门,描述368435,489957278482334,北纯精制黄小米（小黄米 月子米 小米粥 粗粮杂粮 大米伴侣）2.18kg等1件商品,2020-04-25 18:47:14,2020-04-26 23:10:20,2020-04-25 19:02:14,,,http://img.gmall.com/235333.jpg,22,0.00,145.00,19.00
3450,汪毅,13419873912,1064.00,1005,1088,第7大街第9号楼2单元723门,描述774486,661124816482447,Dior迪奥口红唇膏送女友老婆礼物生日礼物 烈艳蓝金999+888两支装礼盒等3件商品,2020-04-25 18:47:14,2020-04-26 18:48:16,2020-04-25 19:02:14,,,http://img.gmall.com/552723.jpg,28,432.00,1488.00,8.00
3451,濮阳美,13389679437,7367.00,1002,2790,第18大街第14号楼6单元643门,描述192662,529153571431837,荣耀10 GT游戏加速 AIS手持夜景 6GB+64GB 幻影蓝全网通 移动联通电信等3件商品,2020-04-25 18:47:14,2020-04-25 18:47:14,2020-04-25 19:02:14,,,http://img.gmall.com/885242.jpg,8,0.00,7356.00,11.00
3452,伏枫,13624104576,2468.00,1003,6385,第18大街第18号楼8单元758门,描述316723,476782783569135,荣耀10 GT游戏加速 AIS手持夜景 6GB+64GB 幻影蓝全网通 移动联通电信等1件商品,2020-04-25 18:47:14,2020-04-25 18:47:14,2020-04-25 19:02:14,,,http://img.gmall.com/674357.jpg,12,0.00,2452.00,16.00
3453,舒盛,13981290386,365.00,1005,6739,第17大街第39号楼5单元733门,描述477362,633659185243265,迪奥（Dior）烈艳蓝金唇膏/口红 珊瑚粉 ACTRICE 028号 3.5g等2件商品,2020-04-25 18:47:14,2020-04-25 18:47:14,2020-04-25 19:02:14,,,http://img.gmall.com/515433.jpg,26,118.00,470.00,13.00
3454,东方松,13614792091,3123.00,1002,8880,第7大街第33号楼9单元768门,描述868538,618137194429438,荣耀10青春版 幻彩渐变 2400万AI自拍 全网通版4GB+64GB 渐变蓝 移动联通电信4G全面屏手机 双卡双待等2件商品,2020-04-25 18:47:14,2020-04-25 18:47:14,2020-04-25 19:02:14,,,http://img.gmall.com/868134.jpg,32,0.00,3106.00,17.00
3453,施媛,13945466325,738.00,1005,417,第14大街第27号楼1单元553门,描述159231,748996689597244,十月稻田 沁州黄小米 (黄小米 五谷杂粮 山西特产 真空装 大米伴侣 粥米搭档) 2.5kg等3件商品,2020-04-25 18:47:14,2020-04-26 18:55:17,2020-04-25 19:02:14,,,http://img.gmall.com/851963.jpg,30,0.00,732.00,6.00
3456,钟离岩,13866171015,6003.00,1001,8190,第10大街第4号楼4单元384门,描述973881,841545623791642,联想(Lenovo)拯救者Y7000 2019新款 15.6英寸游戏本笔记本电脑（i7-9750H 8GB 1TB+256GB GTX1650 4G独显 黑）等1件商品,2020-04-25 18:47:14,2020-04-26 18:59:01,2020-04-25 19:02:14,,,http://img.gmall.com/311645.jpg,27,416.00,6399.00,20.00
3457,成天达,13188716679,12205.00,1005,8921,第8大街第32号楼8单元146门,描述348679,895524654126494,联想(Lenovo)Y9000X 2019新款 15.6英寸高性能标压轻薄本笔记本电脑(i5-9300H 16G 512GSSD FHD)深空灰等3件商品,2020-04-25 18:47:14,2020-04-26 18:48:16,2020-04-25 19:02:14,,,http://img.gmall.com/488373.jpg,9,9704.00,21897.00,12.00
3458,何亮,13254191941,504000.00,1001,8880,第8大街第1号楼1单元823门,描述147276,762295464259983,十月稻田 沁州黄小米 (黄小米 五谷杂粮 山西特产 真空装 大米伴侣 粥米搭档) 2.5kg等2件商品,2020-04-25 18:47:14,2020-04-26 18:59:01,2020-04-25 19:02:14,,,http://img.gmall.com/352685.jpg,2,0.00,488.00,16.00
3459,舒杰,13895862911,3340.00,1005,5137,第6大街第17号楼8单元913门,描述945471,428427935234469,TCL 55A950C 55英寸32核人工智能 HDR曲面超薄4K电视金属机身（枪色）等1件商品,2020-04-25 18:47:14,2020-04-26 18:59:01,2020-04-25 19:02:14,,,http://img.gmall.com/415751.jpg,34,0.00,3321.00,19.00
3460,轩辕巧,13463093388,695.00,1001,4158,第17大街第18号楼3单元144门,描述819591,913644417385741,Dior迪奥口红唇膏送女友老婆礼物生日礼物 烈艳蓝金999+888两支装礼盒等2件商品,2020-04-25 18:47:14,2020-04-26 18:48:16,2020-04-25 19:02:14,,,http://img.gmall.com/221634.jpg,17,305.00,992.00,8.00
3461,曹希宁,13274015910,162.00,1006,8880,第19大街第3号楼1单元932门,描述158263,775883538412211,北纯精制黄小米（小黄米 月子米 小米粥 粗粮杂粮 大米伴侣）2.18kg等1件商品,2020-04-25 18:47:14,2020-04-26 18:48:16,2020-04-25 19:02:14,,,http://img.gmall.com/467383.jpg,18,0.00,145.00,17.00
